Subject,Catalog #,Type,Title,Facility,Days,Start,End,Building,Room
BIOENG,C250,LEC,Nanomaterials In Me,Stanley 179,TR,1230,1359,stanley,179
BIOENG,C261,LEC,Med Img Sig & S,Latimer 102,TR,1400,1529,latimer,102
BIOENG,C261,DIS,Med Img Sig & S,Dwinelle 209,W,1600,1659,dwinelle,209
BIOENG,263,LEC,Prin Of Molec & Cel,Hearst Mining 310,TR,1700,1829,hearstmining,310
BIOENG,263,DIS,Prin Of Molec & Cel,Cory 247,W,1400,1459,cory,247
BIOENG,280,LEC,Ethical And Social,Donner Lab 227,M,1700,1759,donnerlab,227
BIOENG,290,LEC,Adv Topics In Bioe,Evans 31,MWF,1600,1659,evans,31
BIOENG,296,IND,Mtm Capstone Projec,Donner Lab 227,R,1000,1159,donnerlab,227
BIOENG,298,GRP,Group Sem/Research,Stanley 621,R,900,959,stanley,621
BIOENG,301,SEM,Dir Grp Study Grads,LeConte 251,T,1700,1759,leconte,251
BIOPHY,293A,SEM,Research Seminar,Latimer 102,W,1600,1759,latimer,102
BUDDSTD,C215,SEM,Indian Buddhst Text,Dwinelle 288,W,1500,1759,dwinelle,288
BUDDSTD,220,SEM,Sem Buddhist Texts,Dwinelle 288,MF,1530,1659,dwinelle,288
BUDDSTD,C223,SEM,Chnese Buddhst Txts,Dwinelle 288,T,1400,1659,dwinelle,288
BUDDSTD,C224,SEM,Tibetan Bddhst Txts,Dwinelle 288,R,1400,1659,dwinelle,288
CHEM,200,LEC,Chem Fundamentals,Tan 180,TR,930,1059,tan,180
CHEM,201,LEC,Fund Inorganic Chem,Latimer 433,TR,1230,1359,latimer,433
CHEM,220A,LEC,Thermo/Stat Mech,Lewis 9,TR,1100,1229,lewis,9
CHEM,220A,LEC,Thermo/Stat Mech,Lewis 9,TR,1100,1229,lewis,9
CHEM,221A,LEC,Quantum Mechanics,Latimer 433,TR,930,1059,latimer,433
CHEM,250A,LEC,Intro Bond Theory,Latimer 433,TR,1230,1359,latimer,433
CHEM,251A,LEC,Coordination Chem I,Latimer 433,TR,1230,1359,latimer,433
CHEM,252A,LEC,Organometallics I,Latimer 433,TR,1400,1529,latimer,433
CHEM,252B,LEC,Organometallics Ii,Latimer 433,TR,1400,1529,latimer,433
CHEM,260,LEC,Reaction Mechanisms,Tan 180,TR,930,1059,tan,180
CHEM,265,LEC,Nmr Theory & Apps,Latimer 433,MWF,800,859,latimer,433
CHEM,295,LEC,Special Topics,Latimer 425,TR,1000,1129,latimer,425
CHEM,298,COL,Seminars,Stanley 106,M,1600,1759,stanley,106
CHEM,298,COL,Seminars,Off Campus,M,1600,1729,off,Campus
CHEM,298,COL,Seminars,Latimer 120,T,1100,1229,latimer,120
CHEM,298,COL,Seminars,Latimer 120,T,1600,1729,latimer,120
CHEM,298,COL,Seminars,Latimer 120,R,1100,1229,latimer,120
CHEM,298,COL,Seminars,Off Campus,R,1330,1459,off,Campus
CHEM,298,COL,Seminars,Latimer 120,R,1600,1729,latimer,120
CHEM,298,COL,Seminars,Latimer 120,F,1600,1729,latimer,120
CHEM,298,COL,Seminars,McCone 575,T,1100,1229,mccone,575
CHEM,298,COL,Seminars,Latimer 433,M,1600,1729,latimer,433
CHEM,298,COL,Seminars,Latimer 537,F,1500,1559,latimer,537
CHEM,298,COL,Seminars,Latimer 537,F,1500,1559,latimer,537
CHEM,298,COL,Seminars,Latimer 425,F,1430,1559,latimer,425
CHEM,298,COL,Seminars,Latimer 425,W,1100,1259,latimer,425
CHEM,298,COL,Seminars,Tan 775A,W,1900,2059,tan,775A
CHEM,298,COL,Seminars,Tan 775A,W,1300,1459,tan,775A
CHEM,298,COL,Seminars,Tan 775A,W,1000,1059,tan,775A
CHEM,298,COL,Seminars,Stanley 621,T,1400,1529,stanley,621
CHEM,298,COL,Seminars,Off Campus,W,1500,1659,off,Campus
CHEM,298,COL,Seminars,Lewis 124,T,1900,2029,lewis,124
CHEM,298,COL,Seminars,Tan 775B,F,1400,1559,tan,775B
CHEM,298,COL,Seminars,Tan 775B,W,1900,2059,tan,775B
CHEM,298,COL,Seminars,Tan 775B,W,1700,1859,tan,775B
CHEM,298,COL,Seminars,Stanley 421,R,1100,1159,stanley,421
CHEM,298,COL,Seminars,Hildebrand B77,F,1500,1559,hildebrand,B77
CHEM,298,COL,Seminars,Tan 775A,R,1700,1859,tan,775A
CHEM,298,COL,Seminars,Tan 775A,M,1700,1859,tan,775A
CHEM,298,COL,Seminars,Gilman 11,F,1400,1559,gilman,11
CHEM,298,COL,Seminars,Off Campus,TR,1400,1529,off,Campus
CHEM,298,COL,Seminars,Stanley 521,MW,1400,1559,stanley,521
CHEM,298,COL,Seminars,Stanley 521,TR,1600,1659,stanley,521
CHEM,298,COL,Seminars,Tan 775A,T,1730,1929,tan,775A
CHEM,298,COL,Seminars,Gilman 11,T,1330,1529,gilman,11
CHEM,298,COL,Seminars,Tan 775B,T,2000,2129,tan,775B
CHEM,298,COL,Seminars,Latimer 425,W,800,859,latimer,425
CHEM,298,COL,Seminars,Latimer 433,WR,1700,1859,latimer,433
CHEM,298,COL,Seminars,Off Campus,W,1630,1729,off,Campus
CHEM,298,COL,Seminars,Gilman 11,W,1130,1329,gilman,11
CHEM,298,COL,Seminars,Tan 775B,M,1900,2029,tan,775B
CHEM,298,COL,Seminars,Off Campus,M,1500,1659,off,Campus
CHEM,298,COL,Seminars,Stanley 221,F,1300,1429,stanley,221
CHEM,298,COL,Seminars,Tan 775A,W,1900,2059,tan,775A
CHEM,298,COL,Seminars,Tan 775A,M,1800,2059,tan,775A
CHEM,298,COL,Seminars,Tan 775A,W,1800,1959,tan,775A
CHEM,298,COL,Seminars,Off Campus,R,1530,1729,off,Campus
CHEM,298,COL,Seminars,Off Campus,F,1330,1459,off,Campus
CHEM,298,COL,Seminars,Tan 775B,W,1400,1529,tan,775B
CHEM,298,COL,Seminars,Tan 775A,T,1900,2059,tan,775A
CHEM,298,COL,Seminars,Off Campus,W,1300,1359,off,Campus
CHEM,298,COL,Seminars,Latimer 433,W,1900,2059,latimer,433
CHEM,298,COL,Seminars,Tan 775B,W,1500,1629,tan,775B
CHEM,298,COL,Seminars,Stanley 521,W,1600,1659,stanley,521
CHEM,298,COL,Seminars,Hearst Mining 410,W,1200,1329,hearstmining,410
CHEM,298,COL,Seminars,Giauque DG21,T,1200,1329,giauque,DG21
CHEM,298,COL,Seminars,Latimer 403,TR,1500,1659,latimer,403
CHEM,298,COL,Seminars,Tan 775A,M,1400,1659,tan,775A
CHEM,298,COL,Seminars,Hearst Mining 381,M,930,1059,hearstmining,381
CHEM,298,COL,Seminars,Latimer 403,F,1200,1259,latimer,403
CHEM,298,COL,Seminars,Tan 775A,F,1500,1559,tan,775A
CHEM,298,COL,Seminars,Lewis 202,W,1700,1859,lewis,202
CHEM,298,COL,Seminars,Latimer 403,M,1000,1159,latimer,403
CHEM,298,COL,Seminars,Hildebrand D64A,T,1000,1059,hildebrand,D64A
CHEM,298,COL,Seminars,Latimer 403,W,1600,1759,latimer,403
CHEM,298,COL,Seminars,Stanley 106,F,1600,1759,stanley,106
CHEM,298,COL,Seminars,Stanley 106,F,1200,1259,stanley,106
CHEM,300,SEM,Prof Prep,Tan 775A,R,1800,1859,tan,775A
CHEM,300,SEM,Prof Prep,Tan 775A,R,1800,1859,tan,775A
CHEM,300,SEM,Prof Prep,Tan 775A,R,1800,1859,tan,775A
CHEM,300,SEM,Prof Prep,Latimer 425,R,1700,1759,latimer,425
CHEM,300,SEM,Prof Prep,Latimer 425,R,1700,1759,latimer,425
CHEM,300,SEM,Prof Prep,Latimer 403,T,900,959,latimer,403
CHEM,300,SEM,Prof Prep,Latimer 403,T,900,959,latimer,403
CHEM,300,SEM,Prof Prep,Stanley 221,T,1200,1259,stanley,221
CHEM,300,SEM,Prof Prep,Stanley 221,T,1200,1259,stanley,221
CHEM,300,SEM,Prof Prep,Latimer 403,W,1000,1059,latimer,403
CHEM,300,SEM,Prof Prep,Latimer 855,W,1400,1459,latimer,855
CHEM,300,SEM,Prof Prep,Latimer 532A,F,1400,1559,latimer,532A
CHEM,300,SEM,Prof Prep,Latimer 532A,F,1400,1559,latimer,532A
CHEM,300,SEM,Prof Prep,Tan 775A,TR,1100,1159,tan,775A
CHEM,300,SEM,Prof Prep,Latimer 403,M,1100,1159,latimer,403
CHEM,300,SEM,Prof Prep,Latimer 855,M,900,959,latimer,855
CHEM,300,SEM,Prof Prep,Latimer 855,M,900,959,latimer,855
CHEM,300,SEM,Prof Prep,Gilman 11,W,1100,1159,gilman,11
CHEM,300,SEM,Prof Prep,Latimer 855,MW,900,959,latimer,855
CHEM,300,SEM,Prof Prep,Stanley 521,W,1100,1159,stanley,521
CHEM,300,SEM,Prof Prep,Latimer 855,T,1500,1559,latimer,855
CHEM,300,SEM,Prof Prep,Tan 775A,M,1500,1559,tan,775A
CHEM,300,SEM,Prof Prep,Latimer 433,F,1000,1059,latimer,433
CHEM,300,SEM,Prof Prep,Latimer 433,F,1000,1059,latimer,433
CHEM,300,SEM,Prof Prep,Gilman 207,T,1300,1359,gilman,207
CHEM,300,SEM,Prof Prep,Gilman 11,W,900,959,gilman,11
CHEM,300,SEM,Prof Prep,Gilman 11,TR,1400,1459,gilman,11
CHEM,300,SEM,Prof Prep,Latimer 855,R,1500,1559,latimer,855
CHEM,300,SEM,Prof Prep,Latimer 855,R,1500,1559,latimer,855
CHEM,300,SEM,Prof Prep,Latimer 537,F,1500,1559,latimer,537
CHEM,300,SEM,Prof Prep,Latimer 537,F,1500,1559,latimer,537
CHEM,300,SEM,Prof Prep,Latimer 403,TR,1000,1129,latimer,403
CHEM,300,SEM,Prof Prep,Latimer 403,MW,1100,1159,latimer,403
CHEM,301,LEC,Classroom Immersion,Off Campus,M,800,859,off,Campus
CHEM,301A,LEC,Undergrad Lab Inst,Tan 775A,R,1500,1559,tan,775A
CHEM,301D,TUT,Chem Course Inst,Latimer 425,MW,1600,1659,latimer,425
CHEM,301D,TUT,Chem Course Inst,Latimer 425,TR,1600,1659,latimer,425
CHINESE,222,SEM,Early Chinese Tht,Dwinelle 287,W,1600,1859,dwinelle,287
CHINESE,C223,SEM,Chnese Buddhst Txts,Dwinelle 288,T,1400,1659,dwinelle,288
CHINESE,234,SEM,Civ Medieval China,Dwinelle 287,R,1500,1759,dwinelle,287
CHINESE,280,SEM,Mod Chinese Cul Std,Dwinelle 210,T,1500,1759,dwinelle,210
CHMENG,240,LEC,Thermo Pro Design,Latimer 105,MWF,900,959,latimer,105
CHMENG,244,LEC,Kin And Reac Eng,Latimer 105,MWF,1000,1059,latimer,105
CHMENG,250,LEC,Transport Processes,LeConte 385,MWF,1500,1559,leconte,385
CHMENG,256,LEC,Adv Transport Phen,LeConte 385,MWF,1400,1459,leconte,385
CHMENG,298,SEM,Seminar Chem Engin,Off Campus,T,1600,1759,off,Campus
CHMENG,298,SEM,Seminar Chem Engin,Off Campus,W,1000,1159,off,Campus
CHMENG,298,SEM,Seminar Chem Engin,Off Campus,M,1400,1559,off,Campus
CHMENG,298,SEM,Seminar Chem Engin,Gilman 109,T,1400,1559,gilman,109
CHMENG,298,SEM,Seminar Chem Engin,Off Campus,M,1500,1659,off,Campus
CHMENG,298,SEM,Seminar Chem Engin,Tan 775A,F,1400,1559,tan,775A
CHMENG,298,SEM,Seminar Chem Engin,Off Campus,W,1300,1459,off,Campus
CHMENG,298,SEM,Seminar Chem Engin,Tan 775A,T,1400,1559,tan,775A
CHMENG,298,SEM,Seminar Chem Engin,Gilman 306,W,1300,1359,gilman,306
CHMENG,298,SEM,Seminar Chem Engin,Tan 295,R,1530,1659,tan,295
CHMENG,298,SEM,Seminar Chem Engin,Tan 775B,M,1400,1559,tan,775B
CHMENG,298,SEM,Seminar Chem Engin,Stanley 421,M,1300,1459,stanley,421
CHMENG,298,SEM,Seminar Chem Engin,Tan 775B,T,1600,1759,tan,775B
CHMENG,298,SEM,Seminar Chem Engin,Hildebrand 100F,T,1400,1459,hildebrand,100F
CHMENG,298,SEM,Seminar Chem Engin,Gilman 109,F,1500,1659,gilman,109
CHMENG,298,SEM,Seminar Chem Engin,Hildebrand 100D,W,1300,1459,hildebrand,100D
CHMENG,298,SEM,Seminar Chem Engin,Gilman 109,W,1600,1759,gilman,109
CHMENG,298,SEM,Seminar Chem Engin,Gilman 121,W,1600,1759,gilman,121
CHMENG,298,SEM,Seminar Chem Engin,Off Campus,W,1400,1559,off,Campus
CHMENG,298,SEM,Seminar Chem Engin,Tan D75,M,1400,1459,tan,D75
CHMENG,298,SEM,Seminar Chem Engin,Tan 775B,R,1600,1759,tan,775B
CHMENG,298,SEM,Seminar Chem Engin,Tan 775B,T,1300,1459,tan,775B
CHMENG,298,SEM,Seminar Chem Engin,Tan 775B,TR,1800,1959,tan,775B
CHMENG,298,SEM,Seminar Chem Engin,Stanley 482,M,1400,1529,stanley,482
CHMENG,298C,COL,Directed Group Stud,Tan 180,W,1600,1759,tan,180
CIVENG,200A,LEC,Env Fluid Mechs,Davis 534,MWF,1100,1159,davis,534
CIVENG,203N,LEC,Surf Water Hydrol,Davis 534,MWF,1300,1359,davis,534
CIVENG,211A,LEC,Env Phys Chem Proc,Davis 544,TR,800,929,davis,544
CIVENG,211B,LEC,Environ Bio Process,Davis 544,TR,930,1059,davis,544
CIVENG,225,LEC,Dynamics Of Struct,Davis 502,TR,930,1059,davis,502
CIVENG,C231,LEC,Mechs Of Solids,Davis 406,MWF,900,959,davis,406
CIVENG,240,LEC,Civil Eng Mater,Davis 406,MW,1300,1359,davis,406
CIVENG,240,LAB,Civil Eng Mater,Davis 243,W,1400,1659,davis,243
CIVENG,244,LEC,Rein Con Struc,Davis 502,MWF,1000,1059,davis,502
CIVENG,251,LEC,Oper Trans Fcilites,O'Brien 212,MWF,1200,1259,o'brien,212
CIVENG,252,LEC,Systems Anal Trans,O'Brien 212,MWF,1300,1359,o'brien,212
CIVENG,262,SES,Anal Trans Data,O'Brien 212,TR,1230,1359,o'brien,212
CIVENG,263N,LEC,Scal Spatial Analy,Davis 406,TR,1400,1529,davis,406
CIVENG,268A,LEC,Lean Constr Concept,Davis 406,TR,1530,1659,davis,406
CIVENG,268E,LEC,Civil Sys Environ,O'Brien 212,TR,1100,1229,o'brien,212
CIVENG,270,LEC,Advan Geomechanics,Davis 406,TR,1100,1229,davis,406
CIVENG,271,LEC,Sens & Sig Intrp,Davis 544,TR,1530,1659,davis,544
CIVENG,275,LEC,Geot Earthq Engng,Davis 406,MWF,1100,1159,davis,406
CIVENG,281,LEC,Engineering Geology,Davis 406,TR,930,1059,davis,406
CIVENG,281,LAB,Engineering Geology,Davis 406,F,1300,1559,davis,406
CIVENG,290,LEC,Adv Topics In Cee,O'Brien 212,M,1700,1759,o'brien,212
CIVENG,290,LEC,Adv Topics In Cee,Davis 544,TR,1230,1359,davis,544
CIVENG,290,LEC,Adv Topics In Cee,Davis 325,W,1400,1559,davis,325
CIVENG,C290U,LEC,Transp Land Plng,Wurster 106,MW,1400,1529,wurster,106
CIVENG,292A,SEM,Technol Sustain Soc,Davis 534,M,1700,1759,davis,534
CIVENG,292A,SEM,Technol Sustain Soc,Davis 534,M,1700,1759,davis,534
CIVENG,298,IND,"Group Studies, Sems",Davis 502,M,1200,1259,davis,502
CIVENG,298,IND,"Group Studies, Sems",Hearst Mining 290,F,1600,1659,hearstmining,290
CIVENG,298,IND,"Group Studies, Sems",O'Brien 212,F,1400,1459,o'brien,212
CIVENG,298,IND,"Group Studies, Sems",McLaughlin 217,W,1600,1659,mclaughlin,217
CIVENG,301,LEC,Workshop Ce Teacher,Davis 406,R,1700,1759,davis,406
CLASSIC,200,SEM,Proseminar,Doe Library 308C,TR,1100,1229,doelibrary,308C
CLASSIC,202A,LEC,Survey Latin Lit,Doe Library 308C,MW,1100,1229,doelibrary,308C
CLASSIC,211,SEM,Archaic Grk Poetry,Doe Library 308C,T,1400,1659,doelibrary,308C
CLASSIC,220A,LEC,Gk And Lat Epigr,Doe Library 308C,M,1400,1659,doelibrary,308C
CLASSIC,250,LEC,Adv Greek Comp,Doe Library 308C,MW,900,1029,doelibrary,308C
CLASSIC,270,LEC,Seminar Class Arch,Doe Library 308C,W,1400,1659,doelibrary,308C
CLASSIC,375,SEM,Teaching Methods,Doe Library 308C,F,1100,1259,doelibrary,308C
COLWRIT,375,LEC,Intro To Teach Comp,Dwinelle 228,W,1600,1759,dwinelle,228
COMLIT,200,LEC,Approaches Com Lit,Dwinelle 4104,W,1400,1659,dwinelle,4104
COMLIT,201,SEM,Proseminar,Dwinelle 4104,F,1200,1259,dwinelle,4104
COMLIT,212,LEC,Stu Medieval Lit,Dwinelle 206,R,1400,1659,dwinelle,206
COMLIT,240,LEC,Rela Lit Other Arts,Dwinelle 210,R,1400,1659,dwinelle,210
COMLIT,254,LEC,East-West Lit Relat,Dwinelle 211,W,1400,1659,dwinelle,211
COMLIT,260,LEC,Prob Literary Trans,Dwinelle 175,M,1400,1659,dwinelle,175
COMLIT,298,IND,Special Study,Stephens 220,M,1700,1959,stephens,220
COMLIT,375,LEC,Teach Lit Eng Comp,Dwinelle 89,W,1200,1359,dwinelle,89
COMLIT,375,DIS,Teach Lit Eng Comp,Evans 47,W,1600,1759,evans,47
COMPSCI,C249A,LEC,Intro Embedded,Etcheverry 3106,TR,1700,1829,etcheverry,3106
COMPSCI,C249A,LAB,Intro Embedded,Cory 204,W,1100,1359,cory,204
COMPSCI,C249A,LAB,Intro Embedded,Cory 204,R,1100,1359,cory,204
COMPSCI,C249A,LAB,Intro Embedded,Cory 204,W,1400,1659,cory,204
COMPSCI,C249A,LAB,Intro Embedded,Cory 204,R,1400,1659,cory,204
COMPSCI,C249A,LAB,Intro Embedded,Cory 204,T,1100,1359,cory,204
COMPSCI,261N,LEC,Internet Security,Soda 320,TF,1400,1529,soda,320
COMPSCI,262A,LEC,Adv Topics Comp Sys,Soda 306,MW,1030,1159,soda,306
COMPSCI,270,LEC,Comb Alg & Data Str,Soda 306,MW,1300,1429,soda,306
COMPSCI,276,LEC,Cryptography,Soda 320,TR,1100,1229,soda,320
COMPSCI,C281A,LEC,Stat Learn Theory,Valley Life Sciences 2060,TR,930,1059,valleylifesciences,2060
COMPSCI,287,LEC,Advanced Robotics,Soda 306,TR,1230,1359,soda,306
COMPSCI,294,LEC,Special Topics,LeConte 2,TR,1100,1229,leconte,2
COMPSCI,294,LEC,Special Topics,Soda 320,TR,1530,1659,soda,320
COMPSCI,294,LEC,Special Topics: Scalable Data Analysis,Soda 310,MW,1430,1559,soda,310
COMPSCI,294,LEC,Special Topics,Jacobs Hall 220,TR,1000,1129,jacobshall,220
COMPSCI,298,LEC,"Grp Std, Sem, Res: Theory Seminar",Soda 306,M,1600,1759,soda,306
COMPSCI,298,LEC,"Grp Std, Sem, Res: EECS Colloquium",Soda 306,W,1600,1659,soda,306
COMPSCI,298,LEC,"Grp Std, Sem, Res",Soda 380,W,1200,1259,soda,380
COMPSCI,298,LEC,"Grp Std, Sem, Res",Soda 380,W,1200,1259,soda,380
COMPSCI,375,DIS,Teaching Techniques,Soda 438,M,1600,1659,soda,438
CRITTH,290,SEM,Crit Th Elective,Dwinelle 7415,T,1300,1559,dwinelle,7415
CUNEIF,200A,LEC,Advanced Akkadian,Barrows 12,M,1400,1659,barrows,12
CYPLAN,200,LEC,Hist City Planning,Wurster 106,R,900,1159,wurster,106
CYPLAN,201A,LEC,Plan Methods Gate 1,Wurster 106,TR,1230,1359,wurster,106
CYPLAN,201A,LAB,Plan Methods Gate 1,Wurster 479,R,1530,1659,wurster,479
CYPLAN,201A,LAB,Plan Methods Gate 1,Wurster 479,F,1330,1430,wurster,479
CYPLAN,202,LEC,Practice Gateway,Wurster 106,T,900,1159,wurster,106
CYPLAN,202,LEC,Practice Gateway,Wurster 106,T,900,1159,wurster,106
CYPLAN,204B,LEC,Res Methods Plan,Wurster 214B,TR,930,1059,wurster,214B
CYPLAN,205,LEC,Intro Plng Env Law,Wurster 214B,MW,1100,1229,wurster,214B
CYPLAN,C213,LEC,Transp Land Plng,Wurster 106,MW,1400,1529,wurster,106
CYPLAN,218,STD,Trans Plng Studio,Wurster 401,MW,1400,1559,wurster,401
CYPLAN,220,LEC,Urban & Region Econ,Wurster 314B,MW,1230,1359,wurster,314B
CYPLAN,231,LEC,Hsng Devl Countries,Wurster 314B,R,900,1159,wurster,314B
CYPLAN,235,LEC,Methods Proj Anal,Wurster 214B,TR,1400,1529,wurster,214B
CYPLAN,238,LEC,Devel--Des Studio,Wurster 314,MW,1400,1759,wurster,314
CYPLAN,C241,LEC,Res Methods Env Des,Wurster 106,MW,930,1059,wurster,106
CYPLAN,255,LEC,Urb Plng Appl Gis,Wurster 214,MW,930,1059,wurster,214
CYPLAN,C261,LEC,Cit Invlv City Plng,Wurster 315D,T,1530,1829,wurster,315D
CYPLAN,280A,SEM,Res Des For Ph.D,Wurster 214B,T,1100,1359,wurster,214B
CYPLAN,280C,SEM,Doctoral Colloquium,Wurster 401B,M,1100,1229,wurster,401B
CYPLAN,290,SEM,Topics City Plng: PR/CR/Thesis Workshop,Wurster 314B,R,1200,1329,wurster,314B
DEMOG,210,LEC,Demographic Methods,2232 Piedmont 100,TR,1100,1229,2232piedmont,100
DEMOG,213,DEM,Pract Computer Apps,2232 Piedmont 100,M,1300,1359,2232piedmont,100
DEMOG,260,SEM,Spec Topic Sem,2232 Piedmont 100,M,1100,1259,2232piedmont,100
DEMOG,296,SEM,Adv Research Tech,2232 Piedmont 100,W,1400,1559,2232piedmont,100
DEVENG,C200,LEC,Dev Tech Design,Cheit C110,TR,1100,1229,cheit,C110
DEVP,222,LEC,Econsustainresdev,Mulford 240,MWF,900,959,mulford,240
DEVP,228,LEC,Stratplanprojmgmt,Wellman 311,R,1300,1459,wellman,311
DEVP,228,DIS,Stratplanprojmgmt,Wellman 311,R,1500,1559,wellman,311
DEVP,C232,SEM,Foundations Of Ph,Wellman 311,T,900,1059,wellman,311
DEVP,239,LEC,Multdisciplinarysem,Wellman 311,M,1700,1859,wellman,311
DEVP,239,LEC,Multdisciplinarysem,Wellman 311,W,1700,1859,wellman,311
DEVP,295,LEC,Assess Intl Proj,Wellman 311,R,1000,1259,wellman,311
EALANG,200,SEM,Proseminar,Dwinelle 287,F,1300,1559,dwinelle,287
ECON,201A,LEC,Economic Theory,Etcheverry 3106,TR,1230,1359,etcheverry,3106
ECON,201A,LEC,Economic Theory,Etcheverry 3106,TR,1230,1359,etcheverry,3106
ECON,201A,DIS,Economic Theory,Cory 285,M,1400,1559,cory,285
ECON,201A,DIS,Economic Theory,Cory 285,M,800,959,cory,285
ECON,201A,DIS,Economic Theory,Cory 285,F,1400,1559,cory,285
ECON,201A,DIS,Economic Theory,Evans 75,F,1200,1359,evans,75
ECON,202A,LEC,Macro Theory,Evans 648,TR,1000,1129,evans,648
ECON,202A,LEC,Macro Theory,Evans 648,TR,1000,1129,evans,648
ECON,202A,DIS,Macro Theory,Evans 4,M,1600,1759,evans,4
ECON,208,SEM,Micro Econ Seminar,Evans 639,M,1600,1759,evans,639
ECON,210C,LEC,Amer Econ Hist Tpcs,Evans 639,W,1300,1459,evans,639
ECON,210C,LEC,Amer Econ Hist Tpcs,Evans 639,W,1300,1459,evans,639
ECON,211,SEM,Econ Hist Sem,Evans 597,M,1400,1559,evans,597
ECON,215A,LEC,Political Economics,Evans 639,M,1000,1159,evans,639
ECON,216,SEM,Polit Econ Sem,Moses 223,M,1230,1359,moses,223
ECON,217,SEM,Risk Seminar,Evans 639,T,1100,1259,evans,639
ECON,218,SEM,Sem In Psych & Econ,Evans 648,T,1400,1559,evans,648
ECON,220B,LEC,Industrial Org,Evans 639,R,1000,1159,evans,639
ECON,221,SEM,Indust Org Sem,Evans 597,T,1600,1759,evans,597
ECON,230A,LEC,Public Economics,Evans 639,T,900,1059,evans,639
ECON,231,SEM,Pub Sector Econ Sem,Evans 648,M,1400,1559,evans,648
ECON,236A,LEC,Aggregate Econ,Evans 639,W,1300,1459,evans,639
ECON,236A,LEC,Aggregate Econ,Evans 639,W,1300,1459,evans,639
ECON,237,SEM,Macro/Money Seminar,Evans 597,T,1400,1559,evans,597
ECON,240A,LEC,Econometrics,Etcheverry 3107,MW,1000,1159,etcheverry,3107
ECON,240A,LEC,Econometrics,Etcheverry 3107,MW,1000,1159,etcheverry,3107
ECON,240A,DIS,Econometrics,Evans 736,F,800,959,evans,736
ECON,240A,DIS,Econometrics,Barrows 174,F,1400,1559,barrows,174
ECON,241B,LEC,Econometrics,Evans 639,TR,1400,1529,evans,639
ECON,242,SEM,Econometrics Sem,Evans 648,R,1600,1759,evans,648
ECON,244,LEC,Applied Econmetrics,Evans 648,F,1300,1459,evans,648
ECON,244,LEC,Applied Econmetrics,Evans 648,F,1300,1459,evans,648
ECON,250A,LEC,Labor Economics,Evans 648,W,1000,1159,evans,648
ECON,251,SEM,Labor Econ Sem,Evans 648,R,1400,1559,evans,648
ECON,260A,LEC,Comp Economics,Evans 597,W,1300,1459,evans,597
ECON,C270A,LEC,Econ Development,Giannini 201,TR,1530,1659,giannini,201
ECON,C270A,LEC,Econ Development,Giannini 201,TR,1530,1659,giannini,201
ECON,271,SEM,Dev Econ Seminar,Evans 648,M,1600,1759,evans,648
ECON,280A,LEC,International Econ,Evans 597,M,900,1159,evans,597
ECON,280A,LEC,International Econ,Evans 597,M,900,1159,evans,597
ECON,280B,LEC,International Econ,Evans 597,W,1000,1159,evans,597
ECON,281,SEM,Internatl Sem,Evans 648,T,1600,1759,evans,648
ECON,291,SEM,Departmental Sem,Evans 648,W,1600,1759,evans,648
ECON,295,SEM,Research Survey,Evans 597,M,1200,1359,evans,597
ECON,375,SEM,Gsi Practicum,LeConte 2,F,800,959,leconte,2
EDUC,200A,SEM,Culture & Cog Dev,Tolman 2319,W,1300,1559,tolman,2319
EDUC,200D,LEC,Psychosocial Devel,Tolman 2515,M,900,1159,tolman,2515
EDUC,201B,SEM,Intellect Dev Sem,Tolman 2319,R,1300,1459,tolman,2319
EDUC,202D,SEM,Soc & Pers Dev Sem,Tolman 2326,M,1200,1359,tolman,2326
EDUC,202D,SEM,Soc & Pers Dev Sem,Tolman 2319,R,1500,1659,tolman,2319
EDUC,204C,SEM,Ed Psych Resrch Sem,Tolman 4529,T,1500,1659,tolman,4529
EDUC,204C,SEM,Ed Psych Resrch Sem,Tolman 2320,M,1730,1929,tolman,2320
EDUC,207B,LEC,Appraisal Of Intell,Tolman 4607,T,1300,1559,tolman,4607
EDUC,211A,LEC,"Dev, Learn & Instr",Tolman 2320,R,1300,1559,tolman,2320
EDUC,213A,LEC,"Sp Bases, Part I",Tolman 4648,T,1300,1459,tolman,4648
EDUC,213C,LEC,School Consultation,Tolman 4648,T,900,1059,tolman,4648
EDUC,213L,DIS,School Psych Lab,Tolman 4607,T,1600,1659,tolman,4607
EDUC,213L,DIS,School Psych Lab,Tolman 4648,T,800,859,tolman,4648
EDUC,213L,DIS,School Psych Lab,Tolman 4648,T,1100,1159,tolman,4648
EDUC,213L,DIS,School Psych Lab,Tolman 4529,T,1100,1159,tolman,4529
EDUC,213L,DIS,School Psych Lab,Tolman 4327,T,1300,1359,tolman,4327
EDUC,214,SEM,Sem Hum Develop Edu,Tolman 4529,T,1200,1329,tolman,4529
EDUC,215,LEC,Early Socialization,Tolman 2320,W,1300,1559,tolman,2320
EDUC,222C,LEC,Dbr Forum,Tolman 4648,M,1300,1400,tolman,4648
EDUC,223B,LEC,Mth/Sci/Tch Ed Prob,Tolman 5608,R,1300,1459,tolman,5608
EDUC,223B,LEC,Mth/Sci/Tch Ed Prob,Tolman 4635,T,1500,1659,tolman,4635
